"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158667"
"WMO Identifier","71265"
"TC Identifier","YTZ"

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-10-19","2010","10","19","*","14.8","","5.1","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","","M","39",""
"2010-10-20","2010","10","20","*","15.2","","6.8","","11.0","","7.0","","0.0","","","M","","M","2.0","","","","","M","59",""
"2010-10-21","2010","10","21","*","10.1","","3.6","","6.9","","11.1","","0.0","","","M","","M","0.3","","","","","M","44",""
"2010-10-22","2010","10","22","*","10.7","","1.9","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","","M","46",""
"2010-10-23","2010","10","23","*","11.4","","6.7","","9.1","","8.9","","0.0","","","M","","M","9.1","","","","","","<31",""
"2010-10-24","2010","10","24","*","10.6","","7.3","","9.0","","9.0","","0.0","","","M","","M","5.1","","","","","M","41",""
"2010-10-25","2010","10","25","*","16.5","","9.8","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-10-26","2010","10","26","*","19.4","","11.1","","15.3","","2.7","","0.0","","","M","","M","7.1","","","","","M","44",""
"2010-10-27","2010","10","27","*","18.2","","1.4","","9.8","","8.2","","0.0","","","M","","M","1.8","","","","","M","56",""
"2010-10-28","2010","10","28","*","14.1","","7.9","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","M","70",""
"2010-10-29","2010","10","29","*","10.4","","5.5","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","","M","48",""
"2010-10-30","2010","10","30","*","11.6","","6.2","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","","M","48",""
"2010-10-31","2010","10","31","*","7.2","","0.5","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","","M","39",""
"2010-11-01","2010","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-02","2010","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-03","2010","11","03","*","9.1","","0.1","","4.6","","13.4","","0.0","","","M","","M","0.3","","","","","","<31",""
"2010-11-04","2010","11","04","*","8.2","","4.5","","6.4","","11.6","","0.0","","","M","","M","1.8","","","","","","<31",""
"2010-11-05","2010","11","05","*","6.5","","2.5","","4.5","","13.5","","0.0","","","M","","M","4.0","","","","34","","39",""
"2010-11-06","2010","11","06","*","5.0","","0.5","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-11-07","2010","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-08","2010","11","08","*","11.1","","1.9","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","35","","35",""
"2010-11-09","2010","11","09","*","7.5","","2.1","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-11-10","2010","11","10","*","9.3","","2.0","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","7","","32",""
"2010-11-11","2010","11","11","*","8.8","","3.7","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","6","","35",""
"2010-11-12","2010","11","12","*","8.8","","2.4","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-11-13","2010","11","13","*","10.5","","3.7","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","6","","39",""
"2010-11-14","2010","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-15","2010","11","15","*","11.4","","5.1","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","19","","41",""
"2010-11-16","2010","11","16","*","10.6","","4.6","","7.6","","10.4","","0.0","","","M","","M","30.1","","","","5","","70",""
"2010-11-17","2010","11","17","*","10.9","","5.3","","8.1","","9.9","","0.0","","","M","","M","1.5","","","","27","","78",""
"2010-11-18","2010","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-19","2010","11","19","*","7.8","","-0.6","","3.6","","14.4","","0.0","","","M","","M","0.0","","","","24","","61",""
"2010-11-20","2010","11","20","*","7.5","","1.1","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","29","","54",""
"2010-11-21","2010","11","21","*","8.5","","0.4","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","6","","56",""
"2010-11-22","2010","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-23","2010","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-24","2010","11","24","*","4.1","","0.1","","2.1","","15.9","","0.0","","","M","","M","0.0","","","","9","","43",""
"2010-11-25","2010","11","25","*","6.6","","3.4","","5.0","","13.0","","0.0","","","M","","M","6.8","","","","9","","65",""
"2010-11-26","2010","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-27","2010","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-28","2010","11","28","*","4.0","","-0.5","","1.8","","16.2","","0.0","","","M","","M","0.0","","","","24","","43",""
"2010-11-29","2010","11","29","*","6.2","","1.2","","3.7","","14.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-11-30","2010","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-01","2010","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-02","2010","12","02","*","2.4","E","0.0","E","1.2","E","16.8","E","0.0","E","","M","","M","0.0","","","","23","","48",""
"2010-12-03","2010","12","03","*","3.7","","-1.3","","1.2","","16.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-12-04","2010","12","04","*","-0.3","","-5.5","","-2.9","","20.9","","0.0","","","M","","M","0.0","","","","32","","44",""
"2010-12-05","2010","12","05","*","1.2","","-5.9","","-2.4","","20.4","","0.0","","","M","","M","0.0","","","","30","","59",""
"2010-12-06","2010","12","06","*","-3.1","","-4.5","","-3.8","","21.8","","0.0","","","M","","M","0.0","","","","29","","43",""
"2010-12-07","2010","12","07","*","-0.6","","-5.4","","-3.0","","21.0","","0.0","","","M","","M","0.0","","","","29","","50",""
"2010-12-08","2010","12","08","*","-2.2","","-9.7","","-6.0","","24.0","","0.0","","","M","","M","0.0","","","","28","","44",""
"2010-12-09","2010","12","09","*","-2.0","","-11.2","","-6.6","","24.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-12-10","2010","12","10","*","3.9","","-2.0","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","21","","52",""
"2010-12-11","2010","12","11","*","4.4","","2.0","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","8","","52",""
"2010-12-12","2010","12","12","*","4.5","","-6.3","","-0.9","","18.9","","0.0","","","M","","M","11.0","","","","8","","48",""
"2010-12-13","2010","12","13","*","-6.3","","-12.3","","-9.3","","27.3","","0.0","","","M","","M","0.0","","","","33","","57",""
"2010-12-14","2010","12","14","*","-7.1","","-10.8","","-9.0","","27.0","","0.0","","","M","","M","0.0","","","","32","","56",""
"2010-12-15","2010","12","15","*","-3.4","","-10.4","","-6.9","","24.9","","0.0","","","M","","M","0.0","","","","28","","52",""
"2010-12-16","2010","12","16","*","-2.2","","-5.2","","-3.7","","21.7","","0.0","","","M","","M","0.0","","","","24","","48",""
"2010-12-17","2010","12","17","*","0.4","","-3.2","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","25","","50",""
"2010-12-18","2010","12","18","*","-1.8","","-5.3","","-3.6","","21.6","","0.0","","","M","","M","0.0","","","","24","","57",""
"2010-12-19","2010","12","19","*","-2.7","","-4.3","","-3.5","","21.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-12-20","2010","12","20","*","-0.2","","-4.4","","-2.3","","20.3","","0.0","","","M","","M","0.3","","","","35","","32",""
"2010-12-21","2010","12","21","*","-1.3","","-7.4","","-4.4","","22.4","","0.0","","","M","","M","0.0","","","","32","","32",""
"2010-12-22","2010","12","22","*","-2.4","","-6.2","","-4.3","","22.3","","0.0","","","M","","M","0.0","","","","31","","50",""
"2010-12-23","2010","12","23","*","-1.8","","-4.6","","-3.2","","21.2","","0.0","","","M","","M","0.0","","","","32","","50",""
"2010-12-24","2010","12","24","*","-2.2","","-5.4","","-3.8","","21.8","","0.0","","","M","","M","0.0","","","","3","","33",""
"2010-12-25","2010","12","25","*","-3.4","","-6.5","","-5.0","","23.0","","0.0","","","M","","M","0.0","","","","3","","37",""
"2010-12-26","2010","12","26","*","-4.1","","-9.6","","-6.9","","24.9","","0.0","","","M","","M","0.0","","","","3","","43",""
"2010-12-27","2010","12","27","*","-0.8","","-10.3","","-5.6","","23.6","","0.0","","","M","","M","0.0","","","","32","","63",""
"2010-12-28","2010","12","28","*","0.7","","-3.5","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","25","","48",""
"2010-12-29","2010","12","29","*","-0.2","","-3.5","","-1.9","","19.9","","0.0","","","M","","M","0.0","","","","24","","33",""
"2010-12-30","2010","12","30","*","5.1","","-5.3","","-0.1","","18.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2010-12-31","2010","12","31","*","7.1","","3.3","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
